LYLTY_CARD_NBR,PREMIUM_CUSTOMER,AGE,SITUATION
160142,Budget,OLDER,SINGLES/COUPLES
160143,Budget,OLDER,FAMILIES
160144,Premium,YOUNG,FAMILIES
160145,Premium,YOUNG,FAMILIES
160146,Budget,RETIREES,
160147,Mainstream,YOUNG,FAMILIES
160148,Mainstream,YOUNG,SINGLES/COUPLES
160149,Mainstream,RETIREES,
160150,Mainstream,YOUNG,FAMILIES
160151,Premium,OLDER,FAMILIES
160152,Premium,YOUNG,FAMILIES
160153,Budget,MIDAGE,SINGLES/COUPLES
160154,Budget,OLDER,FAMILIES
160155,Budget,RETIREES,
160156,Premium,OLDER,FAMILIES
160157,Budget,OLDER,FAMILIES
160158,Budget,YOUNG,FAMILIES
160159,Mainstream,YOUNG,FAMILIES
160160,Premium,OLDER,SINGLES/COUPLES
160161,Premium,OLDER,FAMILIES
160162,Budget,RETIREES,
160163,Mainstream,RETIREES,
160164,Mainstream,YOUNG,SINGLES/COUPLES
160165,Budget,YOUNG,FAMILIES
160166,Mainstream,NEW,FAMILIES
160167,Budget,YOUNG,SINGLES/COUPLES
160168,Premium,NEW,FAMILIES
160169,Mainstream,MIDAGE,SINGLES/COUPLES
160170,Mainstream,MIDAGE,SINGLES/COUPLES
160171,Budget,YOUNG,FAMILIES
160172,Budget,OLDER,FAMILIES
160173,Mainstream,YOUNG,SINGLES/COUPLES
160174,Budget,RETIREES,
160175,Budget,OLDER,FAMILIES
160176,Budget,YOUNG,FAMILIES
160177,Budget,OLDER,SINGLES/COUPLES
160178,Premium,RETIREES,
160179,Budget,YOUNG,FAMILIES
160180,Budget,RETIREES,
160181,Budget,RETIREES,
160182,Premium,YOUNG,SINGLES/COUPLES
160183,Budget,OLDER,FAMILIES
160184,Mainstream,OLDER,SINGLES/COUPLES
160185,Budget,YOUNG,FAMILIES
160186,Budget,OLDER,FAMILIES
160187,Mainstream,RETIREES,
160188,Mainstream,RETIREES,
160189,Budget,OLDER,SINGLES/COUPLES
160190,Budget,NEW,FAMILIES
160191,Budget,OLDER,FAMILIES
160192,Premium,MIDAGE,SINGLES/COUPLES
160193,Premium,OLDER,FAMILIES
160194,Premium,OLDER,SINGLES/COUPLES
160195,Premium,MIDAGE,SINGLES/COUPLES
160196,Budget,OLDER,FAMILIES
160197,Budget,NEW,FAMILIES
160198,Budget,OLDER,FAMILIES
160199,Budget,RETIREES,
160200,Mainstream,YOUNG,SINGLES/COUPLES
160201,Budget,OLDER,FAMILIES
160202,Mainstream,OLDER,SINGLES/COUPLES
160203,Budget,YOUNG,FAMILIES
160204,Mainstream,OLDER,FAMILIES
160205,Budget,OLDER,FAMILIES
160206,Mainstream,OLDER,SINGLES/COUPLES
160207,Mainstream,OLDER,FAMILIES
160208,Mainstream,YOUNG,SINGLES/COUPLES
160209,Budget,YOUNG,SINGLES/COUPLES
160210,Mainstream,OLDER,FAMILIES
160211,Premium,OLDER,FAMILIES
160212,Premium,OLDER,SINGLES/COUPLES
160213,Budget,OLDER,FAMILIES
160214,Premium,RETIREES,
160215,Budget,RETIREES,
160216,Premium,OLDER,FAMILIES
160217,Premium,OLDER,SINGLES/COUPLES
160218,Budget,YOUNG,SINGLES/COUPLES
160219,Premium,OLDER,SINGLES/COUPLES
160220,Budget,OLDER,SINGLES/COUPLES
160221,Mainstream,MIDAGE,SINGLES/COUPLES
160222,Mainstream,OLDER,SINGLES/COUPLES
160223,Budget,YOUNG,FAMILIES
160224,Mainstream,YOUNG,FAMILIES
160225,Mainstream,YOUNG,SINGLES/COUPLES
160226,Budget,OLDER,SINGLES/COUPLES
160227,Mainstream,MIDAGE,SINGLES/COUPLES
160228,Premium,YOUNG,FAMILIES
160229,Premium,YOUNG,SINGLES/COUPLES
160230,Budget,OLDER,SINGLES/COUPLES
160231,Budget,OLDER,FAMILIES
160232,Budget,OLDER,FAMILIES
160233,Budget,RETIREES,
160234,Budget,RETIREES,
160235,Mainstream,RETIREES,
160236,Mainstream,YOUNG,FAMILIES
160237,Mainstream,MIDAGE,SINGLES/COUPLES
160238,Budget,NEW,FAMILIES
160239,Mainstream,YOUNG,FAMILIES
160240,Budget,OLDER,SINGLES/COUPLES
160241,Mainstream,YOUNG,SINGLES/COUPLES
160242,Budget,MIDAGE,SINGLES/COUPLES
160243,Premium,MIDAGE,SINGLES/COUPLES
160244,Budget,YOUNG,FAMILIES
160245,Mainstream,RETIREES,
160246,Mainstream,OLDER,FAMILIES
160247,Premium,RETIREES,
160248,Mainstream,MIDAGE,SINGLES/COUPLES
160249,Mainstream,RETIREES,
160250,Budget,YOUNG,SINGLES/COUPLES
160251,Budget,RETIREES,
160252,Premium,OLDER,SINGLES/COUPLES
160253,Mainstream,RETIREES,
160254,Budget,OLDER,SINGLES/COUPLES
160255,Mainstream,OLDER,SINGLES/COUPLES
160256,Premium,OLDER,FAMILIES
160257,Budget,OLDER,SINGLES/COUPLES
160258,Mainstream,YOUNG,FAMILIES
161000,Budget,OLDER,FAMILIES
161003,Premium,OLDER,SINGLES/COUPLES
161007,Premium,OLDER,SINGLES/COUPLES
161015,Budget,RETIREES,
161021,Premium,OLDER,FAMILIES
161025,Budget,YOUNG,SINGLES/COUPLES
161029,Budget,YOUNG,SINGLES/COUPLES
161032,Budget,OLDER,SINGLES/COUPLES
161044,Premium,YOUNG,SINGLES/COUPLES
161047,Mainstream,RETIREES,
161052,Premium,OLDER,SINGLES/COUPLES
161061,Mainstream,RETIREES,
161062,Mainstream,RETIREES,
161069,Premium,NEW,FAMILIES
161077,Budget,OLDER,SINGLES/COUPLES
161089,Mainstream,YOUNG,FAMILIES
161108,Premium,OLDER,FAMILIES
161123,Budget,OLDER,SINGLES/COUPLES
161127,Mainstream,OLDER,SINGLES/COUPLES
161135,Budget,OLDER,FAMILIES
161145,Budget,YOUNG,SINGLES/COUPLES
161146,Premium,NEW,FAMILIES
161150,Budget,YOUNG,FAMILIES
161159,Budget,RETIREES,
161171,Mainstream,RETIREES,
161188,Mainstream,RETIREES,
161192,Mainstream,OLDER,SINGLES/COUPLES
161203,Premium,OLDER,FAMILIES
161207,Budget,RETIREES,
161230,Budget,OLDER,SINGLES/COUPLES
161252,Premium,OLDER,SINGLES/COUPLES
161263,Budget,MIDAGE,SINGLES/COUPLES
161271,Mainstream,RETIREES,
161280,Budget,MIDAGE,SINGLES/COUPLES
161306,Budget,OLDER,SINGLES/COUPLES
161312,Mainstream,MIDAGE,SINGLES/COUPLES
161318,Budget,YOUNG,SINGLES/COUPLES
161322,Mainstream,OLDER,FAMILIES
161329,Premium,MIDAGE,SINGLES/COUPLES
161338,Mainstream,RETIREES,
161341,Budget,RETIREES,
161345,Budget,OLDER,FAMILIES
161356,Mainstream,OLDER,SINGLES/COUPLES
161365,Budget,MIDAGE,SINGLES/COUPLES
161372,Premium,RETIREES,
161377,Mainstream,RETIREES,
161382,Budget,MIDAGE,SINGLES/COUPLES
161387,Premium,YOUNG,FAMILIES
161388,Mainstream,OLDER,SINGLES/COUPLES
161398,Mainstream,RETIREES,
161400,Budget,YOUNG,SINGLES/COUPLES
161404,Premium,YOUNG,SINGLES/COUPLES
161413,Premium,YOUNG,FAMILIES
161424,Premium,RETIREES,
161427,Mainstream,YOUNG,SINGLES/COUPLES
161435,Budget,RETIREES,
161454,Budget,YOUNG,SINGLES/COUPLES
161458,Mainstream,RETIREES,
161461,Mainstream,YOUNG,FAMILIES
161476,Budget,OLDER,FAMILIES
161480,Mainstream,RETIREES,
161492,Budget,YOUNG,FAMILIES
162000,Mainstream,YOUNG,FAMILIES
162001,Budget,OLDER,FAMILIES
162002,Mainstream,OLDER,FAMILIES
162003,Mainstream,OLDER,SINGLES/COUPLES
162004,Mainstream,YOUNG,SINGLES/COUPLES
162005,Premium,NEW,FAMILIES
162006,Premium,MIDAGE,SINGLES/COUPLES
162007,Budget,YOUNG,FAMILIES
162008,Premium,MIDAGE,SINGLES/COUPLES
162009,Mainstream,MIDAGE,SINGLES/COUPLES
162010,Budget,NEW,FAMILIES
162011,Premium,YOUNG,FAMILIES
162012,Premium,MIDAGE,SINGLES/COUPLES
162013,Premium,RETIREES,
162014,Budget,YOUNG,SINGLES/COUPLES
162015,Budget,OLDER,FAMILIES
162016,Mainstream,MIDAGE,SINGLES/COUPLES
162017,Mainstream,RETIREES,
162018,Premium,OLDER,SINGLES/COUPLES
162019,Mainstream,RETIREES,
162020,Budget,YOUNG,SINGLES/COUPLES
162021,Mainstream,OLDER,SINGLES/COUPLES
162022,Premium,OLDER,SINGLES/COUPLES
162023,Mainstream,RETIREES,
162024,Premium,YOUNG,SINGLES/COUPLES
162025,Premium,OLDER,SINGLES/COUPLES
162026,Budget,OLDER,SINGLES/COUPLES
162027,Mainstream,YOUNG,FAMILIES
162028,Budget,RETIREES,
162029,Premium,OLDER,FAMILIES
162030,Mainstream,RETIREES,
162031,Budget,RETIREES,
162032,Budget,OLDER,FAMILIES
162033,Budget,OLDER,SINGLES/COUPLES
162034,Mainstream,OLDER,SINGLES/COUPLES
162035,Premium,YOUNG,SINGLES/COUPLES
162036,Mainstream,RETIREES,
162037,Mainstream,OLDER,FAMILIES
162038,Budget,YOUNG,FAMILIES
162039,Mainstream,OLDER,FAMILIES
162040,Mainstream,MIDAGE,SINGLES/COUPLES
162041,Premium,YOUNG,SINGLES/COUPLES
162042,Mainstream,MIDAGE,SINGLES/COUPLES
162043,Mainstream,OLDER,SINGLES/COUPLES
162044,Premium,OLDER,SINGLES/COUPLES
162045,Mainstream,MIDAGE,SINGLES/COUPLES
162046,Mainstream,MIDAGE,SINGLES/COUPLES
162047,Mainstream,YOUNG,FAMILIES
162048,Budget,YOUNG,FAMILIES
162049,Premium,OLDER,SINGLES/COUPLES
162050,Budget,MIDAGE,SINGLES/COUPLES
162051,Mainstream,OLDER,SINGLES/COUPLES
162052,Premium,NEW,FAMILIES
162053,Budget,OLDER,FAMILIES
162054,Premium,OLDER,SINGLES/COUPLES
162055,Mainstream,YOUNG,SINGLES/COUPLES
162056,Premium,YOUNG,FAMILIES
162057,Premium,YOUNG,FAMILIES
162058,Mainstream,YOUNG,SINGLES/COUPLES
162059,Budget,OLDER,FAMILIES
162060,Mainstream,OLDER,SINGLES/COUPLES
162061,Mainstream,OLDER,FAMILIES
162062,Budget,YOUNG,FAMILIES
162063,Budget,YOUNG,FAMILIES
162064,Budget,MIDAGE,SINGLES/COUPLES
162065,Premium,YOUNG,FAMILIES
162066,Premium,MIDAGE,SINGLES/COUPLES
162067,Premium,YOUNG,FAMILIES
162068,Budget,YOUNG,FAMILIES
162069,Budget,YOUNG,FAMILIES
162070,Mainstream,OLDER,FAMILIES
162071,Budget,OLDER,FAMILIES
162072,Budget,OLDER,FAMILIES
162073,Mainstream,RETIREES,
162074,Mainstream,OLDER,FAMILIES
162075,Budget,OLDER,SINGLES/COUPLES
162076,Premium,OLDER,SINGLES/COUPLES
162077,Premium,MIDAGE,SINGLES/COUPLES
162078,Mainstream,RETIREES,
162079,Budget,OLDER,FAMILIES
162080,Mainstream,OLDER,SINGLES/COUPLES
162081,Mainstream,OLDER,SINGLES/COUPLES
162082,Budget,RETIREES,
162083,Budget,OLDER,SINGLES/COUPLES
162084,Premium,YOUNG,FAMILIES
162085,Budget,YOUNG,FAMILIES
162086,Mainstream,OLDER,FAMILIES
162087,Mainstream,RETIREES,
162088,Premium,YOUNG,FAMILIES
162089,Premium,OLDER,SINGLES/COUPLES
162090,Mainstream,YOUNG,FAMILIES
162091,Budget,YOUNG,SINGLES/COUPLES
162092,Mainstream,YOUNG,SINGLES/COUPLES
162093,Mainstream,YOUNG,FAMILIES
162094,Budget,OLDER,FAMILIES
162095,Budget,OLDER,SINGLES/COUPLES
162096,Budget,MIDAGE,SINGLES/COUPLES
162097,Premium,OLDER,SINGLES/COUPLES
162098,Budget,YOUNG,SINGLES/COUPLES
162099,Mainstream,RETIREES,
162100,Premium,OLDER,SINGLES/COUPLES
162101,Budget,OLDER,SINGLES/COUPLES
162102,Budget,RETIREES,
162103,Premium,OLDER,FAMILIES
162104,Mainstream,OLDER,SINGLES/COUPLES
162105,Mainstream,OLDER,FAMILIES
162106,Premium,RETIREES,
162107,Budget,YOUNG,FAMILIES
162108,Premium,MIDAGE,SINGLES/COUPLES
162109,Budget,NEW,FAMILIES
162110,Mainstream,RETIREES,
162111,Budget,OLDER,FAMILIES
162112,Budget,OLDER,FAMILIES
162113,Premium,YOUNG,FAMILIES
162114,Mainstream,MIDAGE,SINGLES/COUPLES
162115,Budget,YOUNG,FAMILIES
162116,Budget,OLDER,FAMILIES
162117,Mainstream,YOUNG,FAMILIES
162118,Mainstream,MIDAGE,SINGLES/COUPLES
162119,Premium,YOUNG,FAMILIES
162120,Mainstream,OLDER,SINGLES/COUPLES
162121,Budget,RETIREES,
162122,Premium,YOUNG,SINGLES/COUPLES
162123,Mainstream,RETIREES,
162124,Budget,RETIREES,
162125,Mainstream,OLDER,FAMILIES
162126,Mainstream,OLDER,FAMILIES
162127,Premium,MIDAGE,SINGLES/COUPLES
162128,Mainstream,YOUNG,SINGLES/COUPLES
162129,Premium,YOUNG,FAMILIES
162130,Mainstream,YOUNG,FAMILIES
162131,Premium,RETIREES,
162132,Mainstream,YOUNG,FAMILIES
162133,Premium,YOUNG,SINGLES/COUPLES
162134,Budget,OLDER,SINGLES/COUPLES
162135,Budget,YOUNG,FAMILIES
162136,Mainstream,RETIREES,
162137,Premium,RETIREES,
162138,Premium,OLDER,FAMILIES
162139,Budget,NEW,FAMILIES
162140,Budget,YOUNG,FAMILIES
162141,Premium,OLDER,SINGLES/COUPLES
162142,Mainstream,YOUNG,FAMILIES
162143,Mainstream,YOUNG,SINGLES/COUPLES
162144,Mainstream,RETIREES,
162145,Mainstream,OLDER,FAMILIES
162146,Premium,OLDER,SINGLES/COUPLES
162147,Premium,RETIREES,
162148,Premium,MIDAGE,SINGLES/COUPLES
162149,Mainstream,MIDAGE,SINGLES/COUPLES
162150,Premium,YOUNG,FAMILIES
162151,Premium,YOUNG,FAMILIES
162152,Mainstream,OLDER,SINGLES/COUPLES
162153,Budget,YOUNG,SINGLES/COUPLES
162154,Mainstream,YOUNG,SINGLES/COUPLES
162155,Budget,OLDER,FAMILIES
162156,Mainstream,YOUNG,FAMILIES
162157,Mainstream,OLDER,SINGLES/COUPLES
162158,Premium,RETIREES,
162159,Mainstream,RETIREES,
162160,Mainstream,YOUNG,SINGLES/COUPLES
162161,Mainstream,RETIREES,
162162,Budget,OLDER,SINGLES/COUPLES
162163,Budget,OLDER,FAMILIES
162164,Mainstream,YOUNG,FAMILIES
162165,Premium,OLDER,SINGLES/COUPLES
162166,Premium,RETIREES,
162167,Premium,YOUNG,FAMILIES
162168,Premium,OLDER,FAMILIES
162169,Budget,RETIREES,
162170,Premium,RETIREES,
162171,Premium,OLDER,FAMILIES
162172,Budget,OLDER,FAMILIES
162173,Budget,RETIREES,
162174,Premium,YOUNG,SINGLES/COUPLES
162175,Mainstream,MIDAGE,SINGLES/COUPLES
162176,Mainstream,OLDER,SINGLES/COUPLES
162177,Budget,OLDER,SINGLES/COUPLES
162178,Budget,NEW,FAMILIES
162179,Mainstream,OLDER,FAMILIES
162180,Budget,OLDER,FAMILIES
162181,Premium,YOUNG,SINGLES/COUPLES
162182,Mainstream,RETIREES,
162183,Premium,RETIREES,
162184,Budget,OLDER,SINGLES/COUPLES
162185,Mainstream,RETIREES,
162186,Mainstream,OLDER,FAMILIES
162187,Budget,YOUNG,FAMILIES
162188,Budget,OLDER,FAMILIES
162189,Premium,RETIREES,
162190,Budget,YOUNG,FAMILIES
162191,Mainstream,OLDER,SINGLES/COUPLES
162192,Premium,MIDAGE,SINGLES/COUPLES
162193,Mainstream,MIDAGE,SINGLES/COUPLES
162194,Premium,OLDER,SINGLES/COUPLES
162195,Budget,OLDER,SINGLES/COUPLES
162196,Premium,RETIREES,
162197,Budget,OLDER,SINGLES/COUPLES
162198,Mainstream,RETIREES,
162199,Premium,OLDER,SINGLES/COUPLES
162200,Budget,YOUNG,FAMILIES
162201,Premium,OLDER,SINGLES/COUPLES
162202,Budget,OLDER,FAMILIES
162203,Mainstream,YOUNG,FAMILIES
162204,Budget,YOUNG,SINGLES/COUPLES
162205,Mainstream,YOUNG,SINGLES/COUPLES
162206,Premium,OLDER,SINGLES/COUPLES
162207,Premium,OLDER,SINGLES/COUPLES
162208,Premium,NEW,FAMILIES
162209,Budget,YOUNG,FAMILIES
162210,Premium,OLDER,SINGLES/COUPLES
162211,Premium,RETIREES,
162212,Premium,OLDER,FAMILIES
162213,Premium,OLDER,FAMILIES
162214,Mainstream,RETIREES,
162215,Budget,RETIREES,
162216,Budget,OLDER,SINGLES/COUPLES
162217,Premium,OLDER,SINGLES/COUPLES
162218,Premium,YOUNG,SINGLES/COUPLES
162219,Mainstream,YOUNG,FAMILIES
162220,Mainstream,RETIREES,
162221,Mainstream,RETIREES,
162222,Mainstream,OLDER,SINGLES/COUPLES
162223,Mainstream,YOUNG,FAMILIES
162224,Budget,MIDAGE,SINGLES/COUPLES
162225,Mainstream,NEW,FAMILIES
162226,Premium,OLDER,SINGLES/COUPLES
162227,Premium,YOUNG,FAMILIES
162228,Budget,RETIREES,
162229,Mainstream,OLDER,FAMILIES
162230,Budget,YOUNG,FAMILIES
162231,Budget,OLDER,SINGLES/COUPLES
162232,Budget,RETIREES,
162233,Mainstream,OLDER,SINGLES/COUPLES
162234,Premium,YOUNG,FAMILIES
162235,Premium,RETIREES,
162236,Mainstream,YOUNG,FAMILIES
162237,Budget,RETIREES,
162238,Mainstream,OLDER,SINGLES/COUPLES
162239,Mainstream,RETIREES,
162240,Premium,OLDER,SINGLES/COUPLES
162241,Premium,OLDER,SINGLES/COUPLES
162242,Mainstream,OLDER,SINGLES/COUPLES
162243,Premium,OLDER,SINGLES/COUPLES
162244,Mainstream,YOUNG,SINGLES/COUPLES
162245,Budget,MIDAGE,SINGLES/COUPLES
162246,Mainstream,OLDER,SINGLES/COUPLES
163000,Premium,MIDAGE,SINGLES/COUPLES
163001,Budget,YOUNG,SINGLES/COUPLES
163003,Mainstream,YOUNG,FAMILIES
163006,Mainstream,YOUNG,SINGLES/COUPLES
163007,Mainstream,OLDER,SINGLES/COUPLES
163008,Mainstream,YOUNG,SINGLES/COUPLES
163009,Budget,YOUNG,FAMILIES
163012,Budget,YOUNG,SINGLES/COUPLES
163013,Budget,YOUNG,FAMILIES
163016,Budget,YOUNG,SINGLES/COUPLES
163017,Premium,RETIREES,
163020,Mainstream,YOUNG,SINGLES/COUPLES
163022,Budget,RETIREES,
163024,Budget,OLDER,SINGLES/COUPLES
163025,Mainstream,YOUNG,SINGLES/COUPLES
163027,Budget,YOUNG,SINGLES/COUPLES
163028,Budget,OLDER,FAMILIES
163031,Mainstream,OLDER,SINGLES/COUPLES
163032,Premium,OLDER,SINGLES/COUPLES
163033,Mainstream,RETIREES,
163035,Mainstream,YOUNG,SINGLES/COUPLES
163036,Mainstream,YOUNG,SINGLES/COUPLES
163037,Premium,OLDER,SINGLES/COUPLES
163038,Budget,YOUNG,SINGLES/COUPLES
163039,Budget,YOUNG,SINGLES/COUPLES
163041,Mainstream,MIDAGE,SINGLES/COUPLES
163046,Premium,MIDAGE,SINGLES/COUPLES
163047,Mainstream,OLDER,SINGLES/COUPLES
163048,Budget,YOUNG,FAMILIES
163049,Budget,RETIREES,
163050,Mainstream,NEW,FAMILIES
163051,Mainstream,NEW,FAMILIES
163052,Budget,OLDER,FAMILIES
163053,Mainstream,YOUNG,FAMILIES
163054,Premium,OLDER,SINGLES/COUPLES
163055,Mainstream,MIDAGE,SINGLES/COUPLES
163056,Budget,OLDER,FAMILIES
163057,Mainstream,OLDER,SINGLES/COUPLES
163058,Mainstream,YOUNG,SINGLES/COUPLES
163059,Budget,OLDER,FAMILIES
163061,Mainstream,RETIREES,
163063,Mainstream,YOUNG,SINGLES/COUPLES
163066,Mainstream,YOUNG,SINGLES/COUPLES
163074,Premium,RETIREES,
163075,Budget,OLDER,SINGLES/COUPLES
163076,Mainstream,YOUNG,FAMILIES
163078,Premium,YOUNG,FAMILIES
163079,Mainstream,MIDAGE,SINGLES/COUPLES
163080,Premium,YOUNG,FAMILIES
163085,Budget,OLDER,SINGLES/COUPLES
163086,Budget,YOUNG,FAMILIES
163087,Budget,OLDER,FAMILIES
163088,Budget,YOUNG,FAMILIES
163089,Mainstream,YOUNG,SINGLES/COUPLES
163091,Budget,OLDER,FAMILIES
163096,Budget,OLDER,SINGLES/COUPLES
163097,Budget,RETIREES,
163098,Premium,YOUNG,SINGLES/COUPLES
163099,Budget,YOUNG,SINGLES/COUPLES
163100,Premium,OLDER,FAMILIES
163101,Mainstream,YOUNG,SINGLES/COUPLES
163102,Mainstream,MIDAGE,SINGLES/COUPLES
163103,Mainstream,OLDER,SINGLES/COUPLES
163105,Mainstream,RETIREES,
163106,Budget,YOUNG,FAMILIES
163109,Budget,YOUNG,SINGLES/COUPLES
163110,Budget,NEW,FAMILIES
163111,Premium,OLDER,SINGLES/COUPLES
163112,Premium,YOUNG,SINGLES/COUPLES
163113,Budget,OLDER,SINGLES/COUPLES
163114,Mainstream,YOUNG,FAMILIES
163115,Budget,YOUNG,FAMILIES
163116,Premium,MIDAGE,SINGLES/COUPLES
163117,Budget,MIDAGE,SINGLES/COUPLES
163120,Mainstream,YOUNG,SINGLES/COUPLES
163121,Mainstream,YOUNG,SINGLES/COUPLES
163122,Premium,YOUNG,SINGLES/COUPLES
163123,Premium,RETIREES,
163124,Budget,YOUNG,FAMILIES
163125,Budget,OLDER,SINGLES/COUPLES
163127,Premium,OLDER,FAMILIES
163128,Premium,YOUNG,SINGLES/COUPLES
163129,Budget,RETIREES,
163131,Premium,MIDAGE,SINGLES/COUPLES
163132,Mainstream,OLDER,FAMILIES
163133,Budget,YOUNG,SINGLES/COUPLES
163134,Premium,NEW,FAMILIES
163135,Mainstream,YOUNG,SINGLES/COUPLES
163137,Budget,YOUNG,SINGLES/COUPLES
163138,Premium,YOUNG,FAMILIES
163140,Mainstream,YOUNG,SINGLES/COUPLES
163142,Premium,OLDER,SINGLES/COUPLES
163143,Mainstream,OLDER,SINGLES/COUPLES
163144,Premium,RETIREES,
163145,Budget,NEW,FAMILIES
163147,Mainstream,YOUNG,SINGLES/COUPLES
163148,Budget,OLDER,SINGLES/COUPLES
163150,Premium,YOUNG,SINGLES/COUPLES
163151,Premium,RETIREES,
163152,Budget,NEW,FAMILIES
163153,Mainstream,RETIREES,
163154,Premium,OLDER,FAMILIES
163155,Mainstream,YOUNG,SINGLES/COUPLES
163156,Budget,YOUNG,SINGLES/COUPLES
163157,Mainstream,RETIREES,
163158,Budget,YOUNG,SINGLES/COUPLES
163159,Mainstream,YOUNG,SINGLES/COUPLES
163162,Mainstream,YOUNG,SINGLES/COUPLES
163163,Budget,YOUNG,FAMILIES
163164,Budget,OLDER,SINGLES/COUPLES
163166,Mainstream,YOUNG,SINGLES/COUPLES
163167,Mainstream,RETIREES,
163168,Mainstream,YOUNG,SINGLES/COUPLES
163169,Premium,YOUNG,FAMILIES
163170,Premium,NEW,FAMILIES
163172,Premium,RETIREES,
163174,Mainstream,RETIREES,
163177,Budget,OLDER,SINGLES/COUPLES
163178,Budget,OLDER,SINGLES/COUPLES
163179,Premium,OLDER,FAMILIES
163180,Mainstream,RETIREES,
163183,Mainstream,MIDAGE,SINGLES/COUPLES
163184,Budget,YOUNG,SINGLES/COUPLES
163186,Premium,OLDER,SINGLES/COUPLES
163190,Budget,RETIREES,
163193,Mainstream,YOUNG,FAMILIES
163194,Mainstream,OLDER,SINGLES/COUPLES
163195,Premium,OLDER,SINGLES/COUPLES
163197,Mainstream,YOUNG,SINGLES/COUPLES
163198,Premium,YOUNG,SINGLES/COUPLES
163200,Premium,MIDAGE,SINGLES/COUPLES
163202,Budget,OLDER,FAMILIES
163203,Mainstream,OLDER,FAMILIES
163204,Budget,YOUNG,SINGLES/COUPLES
163205,Mainstream,RETIREES,
163209,Premium,YOUNG,FAMILIES
163215,Budget,NEW,FAMILIES
163217,Mainstream,YOUNG,FAMILIES
163218,Mainstream,OLDER,SINGLES/COUPLES
163219,Budget,YOUNG,SINGLES/COUPLES
163220,Budget,YOUNG,SINGLES/COUPLES
163221,Mainstream,YOUNG,SINGLES/COUPLES
163225,Premium,YOUNG,SINGLES/COUPLES
163226,Mainstream,YOUNG,SINGLES/COUPLES
163227,Mainstream,YOUNG,SINGLES/COUPLES
163228,Mainstream,YOUNG,SINGLES/COUPLES
163230,Budget,YOUNG,FAMILIES
163231,Mainstream,MIDAGE,SINGLES/COUPLES
163233,Premium,RETIREES,
163234,Budget,OLDER,SINGLES/COUPLES
163236,Mainstream,YOUNG,SINGLES/COUPLES
163237,Budget,NEW,FAMILIES
163239,Mainstream,YOUNG,SINGLES/COUPLES
163240,Mainstream,RETIREES,
163241,Budget,YOUNG,FAMILIES
163242,Budget,YOUNG,SINGLES/COUPLES
163243,Budget,MIDAGE,SINGLES/COUPLES
163246,Premium,MIDAGE,SINGLES/COUPLES
163249,Mainstream,OLDER,SINGLES/COUPLES
163250,Budget,OLDER,FAMILIES
163251,Premium,YOUNG,FAMILIES
163253,Mainstream,MIDAGE,SINGLES/COUPLES
163256,Budget,YOUNG,FAMILIES
163257,Budget,OLDER,SINGLES/COUPLES
163258,Budget,OLDER,SINGLES/COUPLES
163259,Premium,RETIREES,
163260,Premium,NEW,FAMILIES
163264,Premium,MIDAGE,SINGLES/COUPLES
163265,Premium,YOUNG,SINGLES/COUPLES
163266,Premium,OLDER,FAMILIES
163267,Budget,RETIREES,
163268,Budget,OLDER,FAMILIES
163269,Mainstream,YOUNG,FAMILIES
163270,Budget,YOUNG,SINGLES/COUPLES
163271,Budget,YOUNG,SINGLES/COUPLES
163274,Premium,YOUNG,FAMILIES
163276,Mainstream,YOUNG,FAMILIES
163277,Budget,RETIREES,
163278,Budget,OLDER,SINGLES/COUPLES
163280,Mainstream,NEW,FAMILIES
163281,Budget,YOUNG,SINGLES/COUPLES
163283,Mainstream,YOUNG,SINGLES/COUPLES
163284,Budget,YOUNG,SINGLES/COUPLES
163285,Premium,OLDER,SINGLES/COUPLES
163286,Mainstream,MIDAGE,SINGLES/COUPLES
163287,Budget,RETIREES,
163288,Premium,YOUNG,SINGLES/COUPLES
163289,Mainstream,YOUNG,SINGLES/COUPLES
163290,Premium,YOUNG,SINGLES/COUPLES
163291,Mainstream,OLDER,FAMILIES
163294,Mainstream,OLDER,SINGLES/COUPLES
163297,Mainstream,OLDER,SINGLES/COUPLES
163298,Mainstream,YOUNG,SINGLES/COUPLES
163299,Mainstream,YOUNG,FAMILIES
163300,Mainstream,RETIREES,
163304,Budget,OLDER,FAMILIES
163306,Mainstream,YOUNG,SINGLES/COUPLES
163307,Mainstream,OLDER,FAMILIES
163308,Budget,OLDER,SINGLES/COUPLES
163310,Budget,RETIREES,
163311,Budget,RETIREES,
163312,Budget,OLDER,SINGLES/COUPLES
163314,Mainstream,RETIREES,
163315,Mainstream,MIDAGE,SINGLES/COUPLES
163316,Budget,RETIREES,
163317,Premium,YOUNG,FAMILIES
163318,Mainstream,OLDER,SINGLES/COUPLES
163320,Mainstream,OLDER,FAMILIES
163321,Mainstream,OLDER,SINGLES/COUPLES
163323,Mainstream,YOUNG,SINGLES/COUPLES
163324,Mainstream,OLDER,SINGLES/COUPLES
163326,Premium,OLDER,SINGLES/COUPLES
163327,Budget,RETIREES,
163329,Mainstream,RETIREES,
163330,Budget,YOUNG,FAMILIES
163333,Budget,OLDER,FAMILIES
163334,Premium,YOUNG,SINGLES/COUPLES
163335,Premium,OLDER,SINGLES/COUPLES
163337,Mainstream,YOUNG,FAMILIES
